Titel;Untertitel;Author_id;Author;Pubikationsjahr;Schlagwort;Genre;Textausschnitt;Textausschnitt online kostenfrei verfügbar;Sprache
Karlsson vom Dach;;2;Astrid Lindgren;1990;Fiktion;Kinderbuch/Jugendliteratur;>>Nummer eins<<, sagte er und nickte befriedigt. Dann ging er mit raschen Schritten zum Schreibtisch. Hier stand eine hüb- sche weiße Taube aus Porzellan und ehe Lillebror es sich versah, hatte die weiße Taube eine Wurstscheibe im Schnabel. >>Nummer zwei«, sagte Karlsson. »Und Nummer drei bekommt Goldsofie.<< Er steckte die Wurstscheibe auf ein Hölzchen und gab es der schlafenden Goldsofie in die Hand. Es sah wirklich lustig aus. Man hätte fast meinen können, Goldsofie hätte sich die Wurstscheibe selbst geholt und wäre da- rüber eingeschlafen. Aber Lillebror sagte doch: »Nein, bitte lass das.<< »Ruhig, ganz ruhig«, sagte Karlsson. »Da werden ihre Eltern es sich abge- wöhnen, sich abends rumzutreiben.<< »Wieso denn?«, fragte Lillebror. »Ein Kind, das selber aufstehen und sich eine Scheibe Wurst holen kann, das wagen sie nicht mehr allein zu lassen. Wer weiß, was es sich das nächste Mal holt - am Ende Papas Sonntagsbier?« Er steckte das Hölzchen ein wenig fester in Goldsofies kleine Hand. >>Ruhig, ganz ruhig«, sagte er. »Ich weiß schon, was ich tue, denn ich bin der beste Kinderaufpasser der Welt.<<In diesem Augenblick hörte Lillebror Schritte auf der Treppe draußen und er zuckte ordentlich zusammen vor Schreck. >>Oh, jetzt kommen sie«, flüsterte er. >>Ruhig, ganz ruhig«, sagte Karlsson und dann stürzten sie beide zum Fenster. Lillebror hörte, wie ein Schlüssel ins Schloss gesteckt wurde, und er glaubte, jetzt sei keine Hoffnung mehr, aber siehe da, es gelang ihm gerade noch, sich hinter Karlsson über das Fenstersims zu wälzen. Gleich danach hörte er, wie die Tür aufging und eine Stimme sagte: >>Mamas kleine Susanne - sie schläft und schläft.« »Ja, sie schläft und schläft«, sagte eine andere Stimme. Aber dann ertönte ein Schrei. Und Lillebror wusste, jetzt hatten Goldsofies Mama und Papa die Wurst entdeckt. ;ja;de
Immer dieser Michel;;2;Astrid Lindgren;1978;Abenteuer;Kinderbuch/Jugendliteratur;»Sieben Kühe!<< schrie sie Michels Papa zu. »Wer ist hier verrückt geworden, du oder ich?«<»Nä, de Koh«, murmelte Michels Papa in reinstem Småländisch. Aber es war noch mehr Gemurmel nötig, bevor Michels Mama endlich begriffen hatte, wie alles zusammenhing. Da sah sie Michel liebevoll an. »Gott segne dich, Michel! Aber wie um alles in der Welt konntest du wissen, daß mein Brotschieber vorhin kaputtgegangen ist, als ich die Brotlaibe in den Ofen schieben wollte?<< Dann schrie sie auf, denn jetzt bemerkte sie Alfreds Nase, und die war doppelt so groß wie sonst. >>Um Himmels willen, wo bist du mit der Nase gewesen?<< fragte Michels Mama. »Auf der Auktion auf Backhorva«, sagte Alfred. »Und nächsten Samstag geht's mit ihr nach Knashult.<<Lina kletterte düster und verdrossen vom Milchwagen. Was sie anging, so war es vorbei mit all dem Gekicher und Geschäker. >>Wie sauer du aussiehst«, sagte Michels Mama. >>Was ist los mit dir?<< >> Zahnschmerzen«<, sagte Lina kurz. Der Krakstorper hatte ihr ununterbrochen Bonbons angeboten, und deshalb tat jetzt ihr kaputter Backenzahn so weh, daß ihr fast der Schädel platzte. Aber Zahnschmerzen oder nicht, sie mußte auf die Weide und das sofort, um die Katthultkühe zu melken, denn es war schon lange über die Melkzeit hinaus. Lange über die Melkzeit hinaus war es auch für Rölla und die anderen Auktionskühe, und sie muhten laut, um daran zu erinnern. >>Ich kann doch nichts dafür, daß der Bastefaller nicht hier ist, um seine alten Kühe zu melken«, sagte Michel und machte sich daran, sie selbst zu melken. Zuerst Rölla und danach die sechs anderen Kühe. Dreißig Liter Milch bekam er zusammen, die seine Mama in den Keller stellte. Bei Gelegenheit wollte sie Käse daraus machen. Es wurde ein großer prächtiger Käse für Michel, und er hatte lange seine Freude daran. ;ja;de
Immer dieser Michel;;2;Astrid Lindgren;1978;Abenteuer;Kinderbuch/Jugendliteratur;Nun war es Zeit für die Kirche. Michels Mama und Papa fuhren los, denn zuerst mußten sie natürlich in die Kirche, bevor von Kirchenkaffee die Rede sein konnte. Und Michel ging brav zu Krösa-Maja mit der Nachricht. Es war ein schöner Morgen, und er pfiff vergnügt, als er in den Pfad zu Krösa-Majas Hütte einbog. Sie wohnte in einer alten Kate oben im Wald. Wenn du auch einmal an einem frühen Sonntagmorgen im Juni in einem Wald in Småland gewesen bist, dann wirst du dich sofort erinnern, wie das ist: Du hörst den Kuckuck rufen und die Amsel flöten, und du fühlst, wie weich die Kiefernnadeln unter deinen nackten Füßen sind und wie schön die Sonne deinen Nacken wärmt. Du gehst dahin und t den Harzduft von Kiefern und Tannen, und du siehst, wie weiß die Walderdbeeren auf den Lich- tungen blühen. Genauso empfand es auch Michel, und deshalb hatte er keine Eile, aber schließlich kam er doch zu dem Häuschen von Krösa-Maja, das so klein und grau und verfallen dalag, daß es kaum zwischen den Bäumen zu sehen war. Drinnen saß Krösa-Maja und las die »Småland-Zeitung«<, er- schrocken und gleichzeitig zufrieden über etwas, was da zu lesenwar. >>Es ist Tüfis nach Jönköping gekommen«, sagte sie, bevor sie überhaupt guten Tag zu Michel gesagt hatte, und sie hielt Michel die Zeitung unter die Nase, damit er es selbst sehen konnte. Sehr richtig, da stand, daß zwei Bauern aus Jönköping an schwerem Typhus erkrankt waren, und Krösa-Maja nickte zufrieden. »Tüfis, das ist eine furchtbare Krankheit«, sagte sie. »Und bald haben wir sie hier in Lönneberga, glaub mir!<< >>Warum denn, wie kann sie herkommen?« fragte Michel. >>Während du noch hier stehst, fliegt sie wie Löwenzahnsamen über ganz Småland<«<, sagte Krösa-Maja. »Kiloweise Tüfissamen. Und Gott helfe denen, wo sie Wurzeln schlagen!<< >>Wie ist das, ist das ungefähr so wie die Pest?« fragte Michel. Von der Pest hatte Krösa-Maja erzählt. ;ja;de
Immer dieser Michel;;2;Astrid Lindgren;1978;Abenteuer;Kinderbuch/Jugendliteratur;Aber er wusste ja, daß Michel eine gute Hand für Tiere hatte, und deshalb sagte er, wenn Michel Rölla heim nach Katthult bringen würde, dann sollte sie für alle Zeiten ihm gehören, wie verrückt sie auch sein mochte. Da ging Michel zum Bastefall-Bauern, der die anderen sechs Kühe gekauft hatte, und sprach so zu ihm: >>Wieviel bekomme ich, wenn ich deine Kühe bis nach Katthult treibe?<< Bastefall lag am anderen Ende der Gemeinde, und sechs Kühe bis dorthin vor sich herzutreiben, machte nicht gerade Spaß. Das wußte der Bastefaller, und deshalb holte er schnell ein Fünfund- zwanzigörestück aus der Hosentasche. »Hier«, sagte er. »>Und nun los!<< Ratet, was Michel da tat! Er rannte an Rölla vorbei in den Stall hinein und band die Kühe los, und als er sie an Rölla vorbeitrieb, verstummte sie mitten in einem »Muh!«, schlug die Augen nieder und schämte sich sichtlich über ihre schlechten Manieren von vorhin. Aber was macht eine arme Kuh, wenn sie aus ihrem alten Stall fort soll und einsam dasteht ohne die anderen Kühe, mit denen sie gewohnt war zu leben? Wütend wird sie und traurig! Nur Michel hatte das verstanden. Jetzt machte sich Rölla, so schnell sie konnte, mit den anderen Kühen auf den Weg, und alle Leute lachten und >>Dieser Katthultjunge ist wirklich nicht dumm!<< Und Alfred lachte auch. »Viehbesitzer Michel Svensson<<, sagte er. »Jetzt hast du ein Pferd;ja;de
Meister Detektiv Blomquist;Kalle Blomquist;2;Astrid Lindgren;1950;Krimi;Kinderbuch/Jugendliteratur;"Eva-Lotte und Anders sahen ihn erstaunt an. ""Genau wie ein Pfadfinder, immer bereit"", sagte Onkel Einar. Kalle nahm den Brief und ging los. Sobald er außer Sehweite war, sah er auf die Adresse. „Fräulein Lola Hellberg, Stockholm, p. r."", stand da. „P. r."" bedeutete „poste restante"", das heißt: der Adres- sat sollte selbst den Brief von der Post holen, das wußte Kalle. „Dunkel"", dachte er.,,Warum kann er nicht an ihre rich- tige Adresse schreiben?"" Er holte ein Notizbuch aus seiner Hosentasche und schlug es auf. „Verzeichnis über verdächtige Personen"" stand oben auf der einen Seite. Das Verzeichnis hatte früher eine ansehn- liche Zahl von Personen umfaßt. Aber Kalle hatte sich trau- ernden Herzens genötigt gesehen, eine nach der anderen zu streichen, nachdem es ihm nicht gelungen war, etwas Ver- brecherisches bei ihnen festzustellen. Im Augenblick gab es daher nur eine Person auf der Liste, und das war Onkel Einar. Sein Name war rot unterstrichen, und darunter stand sehr genau seine Personalbeschreibung. Danach kam eine neue Rubrik: „Besonders verdächtige Umstände"". „Besitzt Dietrich und Taschenlampe"", stand da. Allerdings besaß Kalle selbst eine Taschenlampe, aber das war eine ganz an- dere Sache. Mit einiger Mühe fischte er einen Bleistiftstummel aus seiner Tasche, und mit einem Brett als Unterlage schrieb er folgenden Zusatz in sein Notizbuch: "", Korrespondiert mit Fräulein Lola Hellberg, Stockholm, p. r.""";ja;de
Meister Detektiv Blomquist;Kalle Blomquist;2;Astrid Lindgren;1950;Krimi;Kinderbuch/Jugendliteratur;"Besuch in der Schloßruine verloren. Nun, junger Mann, habe ich nicht recht?"" Der eingebildete Zuhörer machte anscheinend keine Ein- wendungen, denn Meisterdetektiv Blomquist fuhr fort: ""Nun ist die Frage: Hat man Onkel Einar, mit einer Per- lenkette geschmückt, gesehen? Läuft er, von Perlen und Edelsteinen glitzernd, herum?"" Der Meisterdetektiv ließ seine Hand mit einem entschei- denden Schlag auf die Erde fallen. „Gewiß nicht! Deswegen - er faßte seinen eingebilde- ten Zuhörer am Rockaufschlag - », wenn nun dieser On- kel Einar mit Perlen um sich wirft, so habe ich das Recht, dies als einen verdächtigen Umstand zu betrachten nicht wahr?"" Man hörte keinen Protest. „Doch"", fuhr der Meisterdetektiv fort, „gehöre ich nicht zu denen, die jemanden nur auf Grund von Indi-Indizien verurteilen. Die Sache muß untersucht werden, und ich glaube, behaupten zu können, daß ich der richtige Mann dafür bin."" Hier brach sein eingebildeter Zuhörer in eine solche Flut von schmeichelhaften Zusicherungen aus, betreffend Herrn Blomquists Fähigkeit, alles herauszukriegen, was immer es auch sein mochte, daß sogar Herr Blomquist fand, es ginge etwas zu weit. „Na, na, keine Übertreibungen"", sagte er mild.,,Der beste Detektiv, den es jemals gegeben hat das ist doch wohl et- was übertrieben. Lord Peter Wimsey ist ja auch nicht auf den Kopf gefallen.' Er holte sein Notizbuch hervor. In der Rubrik ,,Besonders verdächtige Umstände"" fügte er hinzu: „Legt nächtlichen Besuch in der Schloßruine ab. Verliert Perlen.""";ja;de
Meister Detektiv Blomquist;Kalle Blomquist;2;Astrid Lindgren;1950;Krimi;Kinderbuch/Jugendliteratur;"Volles Haus, sagte sie. Kalle ging nach vorn und sah auch hinunter. Da saßen alle Kinder des Viertels und auch ein ganz Teil andere. Auf der ersten Bank thronte Onkel Einar. An seiner Seite saßen Bäckermeister Lisander und seine Frau, und auf der zweiten Bank sah Kalle seinen Vater und seine Mutter. ""Ich bin so nervös, daß die Beine unter mir nachgeben"", wimmerte Eva-Lotte. „Bereitet euch darauf vor, daß ich euch bei der Akrobatennummer auf den Kopf falle. Und das Brotwagenpferd ist schlechter Laune, so daß ich auch für meine Pferdedressur das Schlimmste fürchte."" „Blamier uns nicht, das sage ich dir"", sagte Anders. „Das Spiel kann beginnen!"" rief Onkel Einar ungeduldig. „Das bestimmen wohl wir, denke ich"", sagte der Zirkus- direktor brummig zu seinen Mithelfern. Aber er setzte je- denfalls seinen hohen Hut oder vielmehr Bäckermeister Lisanders hohen Hut auf, öffnete die Luke, nahm das Seil, und schwang sich in die Arena hinunter. Eva-Lotte stieß einen schrillen Trompetenstoß aus, und das Publikum ap- plaudierte wohlwollend. Währenddessen hatte Kalle sich die Treppe hinunterge- schlichen und das Brotwagenpferd geholt, das an einem Baum angebunden war. Vor den angenehm überraschten Blicken des Publikums führte er das Tier zwischen den Zu- schauerbänken herein. Der Zirkusdirektor nahm seinen Hut ab, verbeugte sich höflich, ergriff eine Peitsche, die an der Bäckereiwand gelehnt hatte, und knallte damit. So- wohl er wie das Publikum erwarteten, daß das Pferd nun einen raschen Trab um die Arena herum machen würde, aber es war nicht in der Stimmung dazu. Es glotzte nur ein- fältig das Publikum an.";ja;de
Jim Knopf und Lukas der Lokomotivführer;;25;Michael Ende;1990;Fiktion;Kinderbuch/Jugendliteratur;"Da stimmt doch was nicht! brummte Lukas, die Pfeife zwischen den Zähnen. ""Was sollen wir machen?"" fragte Jim bang. ""Wenn das so weitergeht, finden wir nie mehr unsere Richtung."" ""Das Vernünftigste wird sein"", meinte Lukas, ""wir fahren auf jeden Fall erst mal weiter, bis wir aus diesem verrückten Ich-weiß-nicht-was herauskommen."" Sie fuhren also weiter. Aber sie kamen nicht heraus. Es wurde im Gegenteil immer verwirrender. Zum Beispiel sahen sie auf einmal große Eisberge über den Himmel schwimmen. Das war ganz besonders befremdlich, weil Eisberge bei dieser Hitze ja eigentlich sofort hätten schmelzen müssen. Plötzlich tauchte vor ihnen der Eiffelturm auf, der doch in Wirklich- keit in der Stadt Paris steht und keineswegs in der Wüste „Das Ende der Welt"". Dann erschienen links viele Indianerzelte um ein Lager- feuer in der Mitte und Krieger mit Federkopfputz und Kriegsbema- lung, die wilde Tänze aufführten. Rechts lag unversehens die Stadt Ping mit ihren goldenen Dächern. Dann verschwand alles ebenso rätselhaft, wie es aufgetaucht war, und rundherum war nur kahle Wüste. Aber schon nach wenigen Augenblicken erschien wieder etwas Neues in der flimmernden Luft. Lukas hatte gehofft, daß er am Nachmittag durch den Stand der sinkenden Sonne die Richtung nach Norden wiederfinden könnte. Aber daran war leider nicht zu denken. Die Sonne brannte nämlich einmal von rechts, dann wieder von links und oft sogar von beiden Seiten zugleich. Sie hatte sich tatsächlich verdoppelt. Es schien ein- fach alles toll geworden zu sein. Schließlich vermischten sich die Erscheinungen sogar untereinan- der. Da stand zum Beispiel plötzlich ein umgekehrter Kirchturm auf der Spitze seiner Wetterfahne, und oben drüber in der Luft schwebte ein See, auf dessen Wellen Kühe weideten.";ja;de
Jim Knopf und Lukas der Lokomotivführer;;25;Michael Ende;1990;Fiktion;Kinderbuch/Jugendliteratur;"An der höchsten Stelle, fuhr Herr Tur Tur fort,,,führt die Straße durch ein großes Felsentor. Es heißt,Der Mund des Todes'. Dort ist es am allerdunkelsten, und selbst an einem strahlendhellen Son- nentag herrscht dort eine ganz undurchdringliche Finsternis. Sie werden den,Mund des Todes' sofort an einem fürchterlichen Heu- len und Stöhnen erkennen."" „Warum heult er denn?"" fragte Jim, dem recht unbehaglich wurde. „Das macht der Wind, der ständig durch dieses Felsentor weht"". antwortete Herr Tur Tur. ""Ich rate Ihnen übrigens, die Türen der Lokomotive fest geschlossen zu halten. Da in dieser Region ewige Nacht herrscht, ist der Wind so kalt, daß ein Wassertropfen zu Eis gefriert, ehe er auf dem Boden ankommt. Sie dürfen auch die Lokomotive nicht verlassen. Um keinen Preis! Sie würden sofort vor Kälte erstarren. „Danke für die guten Ratschläge!"" sagte Lukas. „Ich denke, wir warten mit der Abfahrt lieber bis Sonnenaufgang. Wenn's auch noch so wenig Licht gibt, besser als gar nichts ist es immer noch. Was meinst du, Jim?"" „Ich glaub' auch"", erwiderte Jim. ""Dann ist es wohl das beste, ich verabschiede mich jetzt"", meinte Herr Tur Tur. „Ich habe Ihnen alles gesagt, was ich weiß, meine Freunde. Und ich möchte lieber nach Hause kommen, ehe es Tag wird. Sie wissen ja, wegen der Fata Morgana."" Sie schüttelten sich die Hände und sagten sich Lebewohl, und Herr Tur Tur bat, wenn die beiden Freunde wieder einmal in die Wüste „Das Ende der Welt"" kämen, dann sollten sie ihn doch ja besuchen. Jim und Lukas versprachen es. Und dann machte sich der Schein- riese auf den Heimweg nach seiner Oase. Die Freunde sahen ihm nach. Seine Gestalt wurde mit jedem Schritt größer und immer größer, bis er schließlich wieder riesenhaft am fernen Horizont stand. ";ja;de
Jim Knopf und Lukas der Lokomotivführer;;25;Michael Ende;1990;Fiktion;Kinderbuch/Jugendliteratur;"Eine Menge Menschen haben doch irgendwelche besonderen Eigenschaften. Herr Knopf zum Beispiel hat eine schwarze Haut. So ist er von Natur aus, und dabei ist weiter nichts Seltsames, nicht wahr? Warum soll man nicht schwarz sein? Aber so denken leider die meisten Leute nicht. Wenn sie selber zum Beispiel weiß sind, dann sind sie überzeugt, nur ihre Farbe wäre richtig, und haben etwas dagegen, wenn jemand schwarz ist. So unvernünftig sind die Menschen bedauerlicherweise oft."" „Und dabei“, warf Jim ein, ""is' es doch manchmal sehr praktisch, eine schwarze Haut zu haben, zum Beispiel für Lokomotivführer Herr Tur Tur nickte ernst und fuhr fort: „Sehen Sie, meine Freunde: Wenn einer von Ihnen jetzt aufstünde und wegginge, würde er doch immer kleiner und kleiner werden, bis er am Horizont schließlich nur noch wie ein Punkt aussähe. Wenn er dann wieder zurückkäme, würde er langsam immer grö- ßer werden, bis er zuletzt in seiner wirklichen Größe vor uns stünde. Sie werden aber zugeben, daß der Betreffende dabei in Wirklichkeit immer gleich groß bleibt. Es scheint nur so, als ob er erst immer kleiner und dann wieder größer würde."" „Richtig!"" sagte Lukas. „Nun"", erklärte Herr Tur Tur,,,bei mir ist das einfach umgekehrt. Das ist alles. Je weiter ich entfernt bin, desto größer sehe ich aus. Und je näher ich komme, desto mehr erkennt man meine wirkliche Gestalt."" „Sie meinen“, fragte Lukas, ""Sie werden gar nicht wirklich kleiner, wenn Sie näher kommen? Und Sie sind auch nicht wirklich so riesengroß, wenn Sie weit entfernt sind, sondern es sieht nur so aus?"" „Sehr richtig“, antwortete Herr Tur Tur.,,Deshalb sagte ich, ich bin ein Scheinriese. Genauso, wie man die anderen Menschen Scheinzwerge nennen könnte, weil sie ja von weitem wie Zwerge sehen, obwohl sie es gar nicht sind.""";ja;de
Jim Knopf und Lukas der Lokomotivführer;;25;Michael Ende;1990;Fiktion;Kinderbuch/Jugendliteratur;"Das ist wirklich sehr interessant, murmelte Lukas und paffte nachdenklich ein paar kunstvolle Rauchringe. „Aber sagen Sie, Herr Tur Tur, wie ist denn das gekommen? Oder waren Sie schon immer so, auch als Kind?"" ""Ich war schon immer so"", sagte Herr Tur Tur bekümmert.,,Und ich kann nichts dafür. In meiner Kinderzeit war diese Eigenschaft noch nicht so stark ausgeprägt, nur ungefähr halb so stark wie jetzt. Trotzdem hatte ich niemals Spielkameraden, weil sich alle vor mir fürchteten. Sie können sich vielleicht vorstellen, wie traurig ich war. Ich bin nämlich ein sehr friedlicher und geselliger Mensch. Aber wo ich auch auftauchte, lief alles entsetzt weg."" „Und warum wohnen Sie jetzt hier in der Wüste,Das Ende der Welt?"" erkundigte sich Jim teilnahmsvoll. Der feine alte Mann tat ihm richtig leid. „Das kam so"", erklärte Herr Tur Tur. „Ich bin in Laripur geboren. Das ist eine große Insel im Norden von Feuerland. Meine Eltern waren die einzigen Menschen, die keine Angst vor mir empfanden. Es waren überhaupt sehr liebe Eltern. Als sie gestorben waren, beschloß ich auszuwandern. Ich wollte ein Land suchen, wo die Leute keine Angst vor mir hätten. Ich bin durch die ganze Welt gezogen, aber es war überall das gleiche. Da bin ich zuletzt in die Wüste gegangen, damit niemand mehr durch mich erschreckt würde. Sie beide, meine Freunde, sind seit meinen Eltern die ersten Menschen, die sich nicht vor mir fürchten. Ich habe mich unbe- schreiblich danach gesehnt, einmal noch, ehe ich sterbe, mit jeman- dem reden zu können. Sie beide haben mir diesen Wunsch erfüllt. Nun werde ich immer, wenn ich mich einsam fühle, an Sie denken, und es wird mir ein gro- Ber Trost sein, daß ich irgendwo in der Welt Freunde habe. Zum Dank dafür möchte ich gern etwas für Sie tun."" Lukas dachte eine Weile schweigend über das Gehörte nach.";ja;de
Emma;;26;Jane Austen;1816;Liebesroman;Roman;"Three episodes stand out. She steers the impressionable Harriet Smith away from marriage to Robert Martin (whom the reader instantly recognises as a highly suit- able match); she humiliates Harriet again (and seriously deceives herself) by pushing her at Mr Elton; she cruelly and inappro- priately criticises Miss Bates on the outing to (chatter)Box Hill. If there is a saving grace to be found in this trinity of blun- ders, it is that each of them present Emma with the opportunity to learn something about herself. In relation to the Harriet Smith debacle, it is the narrator herself who points the finger: After raving a little about the incongruity of gentle manners and a conceited head,' Austen says, 'Emma was obliged in common honesty to stop and admit that her own behaviour to [Mr Elton] had been so complaisant and obliging, so full of courtesy and attention, as.. might warrant a man of ordinary observation and delicacy, like Mr Elton, in fancying himself a very decided favourite. . . The first error and the worst lay at her door.' This criticism (in a way that is typical of the novel's sometimes different, and sometimes congruent points of view) is confirmed by Mr Knightley. And it is also Mr Knightley who speaks the blunt truth once again, after Emma's unkind- ness to Miss Bates: ""Emma,"" he says, ""I must once more speak to you as I have been used to do: a privilege rather endured than allowed, perhaps, but I must still use it. I cannot see you acting wrong without a remonstrance. How could you unfeeling to Miss Bates?""";ja;en
Emma;;26;Jane Austen;1816;Liebesroman;Roman;To put it bluntly, Mr Knightley is too ancient for her, too much of a know-all, too damn good. And it looks as though he doesn't like dancing, as well. Yet thinking about it in the terms outlined above, the marriage makes good emotional sense. More than that, it confirms the novel's slowly emerging but absolutely vital concern with well-regulated behaviour. Well-regulated behaviour is the goal of Emma's education and the eventual solace of (most of) those around her. It is the logic of Harriet's marriage to Robert Martin and of Jane Fairfax's to Frank Churchill. It is the justification of Mr Knightley's acceptance that he must move from Donwell into Emma's house after their marriage so as not to agitate Mr Woodhouse, and the key to his personality more generally Emma tells Harriet that 'Mr Knightley is the last man in the world, who would intentionally give any woman the idea of his feeling for her more than he really does'). It is the comfort of Emma's final position in life, because it allows the various sorts of deception that have driven the narrative of the book to be identified as things of the past. 'I love everything that is decided and open!' Emma declares near the end of the story, with a palpable sense of relief. For the fact is: despite Jane Austen's concentration on domestic affairs rather than 'the big bow-wow strain' of other novelists, including her contemporary Walter Scott, and despite the apparently humdrum concerns that preoccupy her charac- ters, her world is a peculiarly intense place. Almost dementing in its hierarchies and customs. Deeply frustrating in its inhibi- tions - especially for women. Simultaneously fuggy and buzzing in its talk-talk-talk.;ja;en
Emma;;26;Jane Austen;1816;Liebesroman;Roman;"His father had no apprehension of it. The aunt was a capricious woman, and governed her husband entirely; but it was not in Mr Weston's nature to imagine that any caprice could be strong enough to affect one so dear, and, as he believed, so deservedly dear. He saw his son every year in London, and was proud of him; and his fond report of him as a very fine young man had made Highbury feel a sort of pride in him too. He was looked on as sufficiently belonging to the place to make his merits and prospects a kind of common concern. Mr Frank Churchill was one of the boasts of Highbury, and a lively curiosity to see him prevailed, though the compliment was so little returned that he had never been there in his life. His coming to visit his father had been often talked of but never achieved. Now, upon his father's marriage, it was very generally proposed, as a most proper attention, that the visit should take place. There was not a dissentient voice on the subject, either when Mrs Perry drank tea with Mrs and Miss Bates, or when Mrs and Miss Bates returned the visit. Now was the time for Mr Frank Churchill to come among them; and the hope strengthened when it was understood that he had written to his new mother on the occasion. For a few days every morning visit in Highbury included some mention of the handsome letter Mrs Weston had received. 'I suppose you have heard of the handsome letter Mr Frank Churchill has written to Mrs Weston? I understand it was a very handsome letter, indeed. Mr Woodhouse told me of it. Mr Woodhouse saw the letter, and he says he never saw such a handsome letter in his life.' It was, indeed, a highly-prized letter. ";ja;en
Mansfield Park;;26;Jane Austen;1814;Liebesroman;Roman;"Wenn das nicht gewesen wäre, hätten wir die Gartenmauer weiter gezogen und die Gartenfläche aus dem Blickfeld des Friedhofs herausgenommen - ganz so, wie es Dr. Grant gemacht hat. Wir haben ohnehin immer etwas getan. Noch in dem vorletzten Frühjahr vor Mr. Norris' Tod haben wir an der Stallwand den Aprikosenbaum gesetzt, der jetzt so prächtig herangewachsen ist und sich so vollkommen ent- wickelt, Sir«<, wandte sie sich nun an Dr. Grant. »Der Baum gedeiht zweifellos bestens, Madam«<, erwiderte Dr. Grant. »Der Boden ist gut, und ich gehe nie ohne Bedau- ern daran vorüber, dass die Früchte so wenig die Mühe lohnen, sie zu pflücken.<< Sir, das ist ein Moorpark; wir kauften ihn als Moorpark, und er kostete uns - das heißt, er war ein Geschenk von Sir Thomas, aber ich sah die Rechnung -, und ich weiß, dass er sieben Shilling kostete und als Moorpark berechnet wurde.<< »Da ist Ihnen etwas aufgeschwindelt worden, Ma'am«, ant- wortete Dr. Grant. »Die Kartoffeln hier schmecken ebenso sehr nach einer Moorpark-Aprikose wie die Früchte jenes Baumes. Sie ist bestenfalls geschmacklos; doch eine gute Aprikose lässt sich essen, was man von keiner aus meinem Garten behaupten kann.«";ja;de
Mansfield Park;;26;Jane Austen;1814;Liebesroman;Roman;Es dauerte nicht lange, bis zwischen dieser Dame und ihr ein gutes Einvernehmen hergestellt war. Mrs. Rushworth gestand den sehnlichen Wunsch ein, ihren Sohn verheiratet zu sehen, und erklärte, dass Miss Bertram von all den jungen Damen, die sie bisher gesehen hätte, wegen ihrer liebenswürdigen Eigenschaften und Gaben am besten geeignet schiene, ihn glücklich zu ma- chen. Mrs. Norris ließ sich das Kompliment gefallen und be- wunderte den Scharfblick, der den wahren Wert eines Cha- rakters so genau erkennen könne. Maria sei in der Tat der Stolz und das Entzücken aller - vollkommen fehlerlos-, ein Engel. Und weil sie dermaßen von Bewunderern umgeben sei, müsse ihr die Wahl natürlich schwerfallen. Doch soweit Mrs. Nords sich nach einer so kurzen Bekanntschaft ein Ur- teil erlauben könne, scheine Mr. Rushworth genau der junge Mann zu sein, der sie verdiene und sie für sich einnehme. Nachdem sie auf einer angemessenen Anzahl von Bällen miteinander getanzt hatten, rechtfertigten die jungen Leute diese Meinungen, und es wurde nach gebührender Einschal- tung des abwesenden Sir Thomas ein Verlöbnis eingegangen: sehr zur Zufriedenheit ihrer jeweiligen Familien und aller Be- obachter aus der Nachbarschaft, für die es schon seit vielen Wochen so gut wie ausgemacht war, dass Mr. Rushworth Miss Bertram heiraten werde. Es dauerte einige Monate, ehe Sir Thomas' Zustimmung eintreffen konnte, aber in der Zwischenzeit verkehrten die beiden Familien ungezwungen miteinander, da niemand an seiner aufrichtigen Freude über die Verbindung zweifelte, und der einzige Versuch zur Geheimhaltung bestand darin, dass Mrs. Norris davon überall als von einer Sache sprach, sprechen sollte.;ja;de
Mansfield Park;;26;Jane Austen;1814;Liebesroman;Roman;"Sie tat ihren Einfall kund. Sie müsse sagen, dass sie nicht wenig Lust verspüre, mit den jungen Leuten zu fahren; es wäre eine Riesenfreude für sie; sie habe ihre arme liebe Schwester Price seit über zwanzig Jahren nicht gesehen; es werde den jungen Leuten auf ihrer Reise zustatten kommen, wenn sie mit der Erfahrung ihres Alters alles für sie in die Hand nähme; und sie könne sich des Gedankens nicht erwehren, dass ihre arme liebe Schwester Price sie für sehr herzlos halten würde, wenn sie bei solch einer Gelegenheit nicht käme. William und Fanny gerieten bei dem Gedanken in Panik. Alle Behaglichkeit ihrer Reise wäre mit einem Schlage dahin. Sie tauschten traurige Blicke. Ihre Spannung hielt eine oder zwei Stunden an. Niemand mischte sich ein, um zuzureden oder abzuraten. Es blieb Mrs. Norris überlassen, die Angelegenheit allein zu entscheiden. Und sie endete zur grenzenlosen Freude ihres Neffen und ihrer Nichte mit der Erinnerung daran, dass man sie in Mansfield Park ja jetzt unmöglich mis- sen könne; dass Sir Thomas und Lady Bertram ihrer viel zu dringend bedürften, als dass sie es vor ihrem Gewissen verantworten könnte, sie auch nur eine Woche allein zu lassen, und sie deshalb gewiss jedes andere Vergnügen für dasjenige opfern müsse, ihnen von Nutzen zu sein.";ja;de
